filename,condition,extracted_text,avg_confidence
receipt_11.jpg,moderately_faded,"7-ELEVED
Pht) Ipp Ine Seven Corporation
Owned & Operated by= Phm  ppine
Seven CorporatIon
VATREGTIN #Qod-390- 189-02766
Reta11 Unlt 1 Ground Floor
Tower 1 Avida Towara Centrio
Corrales Ave. Cagavan De Oro
City, MisamIs OrIenta] _
PhtI IppInes
Te) #: NULL
05/10/2026 (Sun)   13;42: 18
AR #100047677 RESET_CNT#OOQ
STORE#4245 SN# ;9200277
MIN # 22121422133950092
STAFF:Francts Gj 1 Ocay
# Acknowledgement Receipt #*
Reference No= 2653-0026-0266
Account No= 09668214671
Pald To: Kiosk_TOPUP
7-CONNECT 59.00
*
Please expect the, Ioad to be
sent to your mbile number
Ema j ] address
ecpay@support.phi Iseven. COII
Hot ] ines : Land] ine=
(02)7616-5851 / (02)7622-0260
For SMART subscribers
0919-08-ECPAY(0919-08-32729) /09
18-2755555/0919-0732729 For
'GLOBE subscribers=
0917-72-ECPAY(0917-72-32729)/09
17-5182982/0967-2847000/0956-079
7166
Tota]   Amount Due (1) 59.00
CASH 60 , 00
CHANGE 00
Loyalty No;
Name:
Address:
TIN=
Phi) ppine Seven Corporat ion
7th Floor The Columbia Tower
Ortigas Avenue Mandaluvong City
TIN: 000-390-189-000
JIR Accr #
1160003901892019081144
Date Issued: 08/01/2019
PTU #: FP122022-116-0361734-
OO000
SAAN Man PATUNGO KASAMA MO ANG
IyonG PABORITONG KAPITBAHAY
BUY P200 WORTH OF ITEMS GET A
CHANCE TO WiN KAPITBIYAHE
TRAVEL REWARDS Per DTI FAIR
TRADE Permit Nymber:251660
Serles of
2026 , facebook , com/71 Iphi] -
ippine
5
THIS DocuMent_T3 NOt CLAIH @F INPUT TAX VALID FOR",0.7077
receipt_12.jpg,moderately_faded,"-ELEVEQDa 0,
RHATNELLA CONUENIENCE STOR:
Owncd Operated by: EMILYV
ROXAN Y, G0
UAIRGTIN I/937-730-464-003
Caplamn Vlcente Roa St .
Cagayan De Uro City, Mlsamls
OrIcntal, Phl Ippiiies
Icl (02) Qoooouo
05/1 1/2026 (Mon) 16;47;23
INUOICE #1 00250615  RESET_CNThOoo
STORE#2423 SN#F ; KTN41687
MIN #: 24021718530910420
STAFF :RYAN DATU
KadCqtMaxNnkngSngl 7,OQu
Tota]   Amount Due (I) 7.00
CASH 10.QO
CHIANGE 3,00
Vatable 6.25
VAT_Amt 0,75
VAT Exempt Sales 0. do
Zero_Rated Sales 0,00
Loyalty No:_
Name
Address =
TIN=
Phh/]ppIre Seven Corporation
Ith Floor The Columbla Tower
Ortigus Avenue, Manda luyong
City
TIN:  Q0O-390-189-QQQ
BIR Accr I
116000390189201908 |144
Date Issued: 08/01 /20201
PTU #;
FP022024-098-0431817-00003
SAAN MAN PATUNGO KASAMA MC) ANG
IyonG  PABORITONG  KAPTTBAHAY
Duy  P260 HoRth OF ITEMS  GET
CHANCE   To WIN KapitiYAHE
TRAVEL  REHARLS Fer DTI FAIR
TPAOE  Permit Nuber :251 689
Ser |es of
2026. facebook . cOW71 Iphl1 Ipplne
S _
THIS IS AN INUOICE",0.5931
receipt_13.jpg,moderately_faded,"7-ELEVEID=
6'
RHATNELLA CONVENIENCE   STORE
Owncd & Operated by: EMILYV
ROXAN Y. Go
WAtrEGT IN #937-730-464--003
Captain Vicente Roa St.,,
Caguyan De Oro Ctv, MisamIs
Urlental , Phl Ipplnes
Tel #: c02) Quooooo
05/1 1/2026 (Mon) 16;47:05
Inuoice   #10025061 4   RESET_CnT hoou
STQREX2423 SN# : KTN4 1687
hin #: 24021718530910420
STAFF RYAN DATU
Cloud%C]assibar28g
11.00 X 2 22 ,OOV
Tota]   Amount Que (2} 22 . Q0
CASH 22 , 00
ChanGE J.00
Vatable 19,64
VAT_Amt 2.36
UAT Exempt Sales 0 , Q0
Zero_Rated Sales 9.00
Layalty Na;_
Name
Address:
TIN:
Phi | ipplne Seven Corporation
7th Floor The Columbla Tower
Ortigas Avenue, Mandaluyong
City
TTN: 000-390-| 89-QQo
BIR Accr
1160003901 892019081|44
Date Issued:  08/01 /2020
PTU #
FPO22024-098-0431817-Q0003
SAAN MAN PATUNGO KASAHA MQ  4NG
IyOnG PABORITONG  KAPITBAHAY
BuY Pzoo HORTh OF ITEMS GeT A
CHANCE   TO WIN KAPITBTYAHE
TRAUEL REHAROS Per DTI FAI?
TRAOE Permat Nunber:25166)
Serles af
2026. facebook, co1/71Iphl ) Ippine
S_
THIS IS AN INUOICE",0.6294
receipt_14.jpg,moderately_faded,"7-ELEEWEBD
V'n{lle SV(:l (M) {u)all t)I I
(Il u 9 / (' Uhju'h,al Iwv: 1'I/mMlI
'AVum) ()(I)/,Hl (II
UAIM N Igu)u X'U 1{) 1'IU) /
IR I}v Jcl S_ (llhlYaIl/ IJu Ul ()
(ly, Misillll/v; UI tml,l ,
Imllc"",
Ic] I : ((z) OCLJL)C)C6)
(5/1 02026 (Sunn) 12:51:06
inuulcE   42595626 RESSET_ CNT Hg)
'Url.H?og | SNH:KSSH 1S /
MIN I ; 192C)2C) | 15+155/+118361
STAf ;Rsamo | cucf[tn
IgerBi teslhic| t | Be UUV
Total (1) 8 . (h0)
CASH 10. O0
CHANGE 2 . QQ
ulahle 1.14
VAT Amf (. 86
Letu Rafecl Sd ES u. Q0
V41 Exelipt Sales 0.00
Loya ty No:_
Name=
Acldress:
TIN:
Ph|im: Sevem CurpJulal /01
Itk F locr Ihe: (x Ilh) /a1 Tower
Ortigas Avenue, Marida luyorig
Clty
TIN:  (00-390-189-Oc0)
BLR Accr #
116 -(1C10)390)189-(J00346 19602
[iale [sstec:   (18/0| /*2LZU)
PTU #:
FT'QZ2O19-116 (2cu0288 : QUc)lbu
SAAN MAN PA FUNCHO KASAMA MO ANl}
IYOng  PABORTTONG  KAFITBAHAY
Buy  F2OO)   WORTH UF  ITEMS GET A
CHANCE To Win KAPItEiyAHE
TRAUEL RF HARCs; Per V)T [ FATR
TRALJE; |'ctmt Ntmk)2| : 25 | CGl)
Ser |t; ((
'2UzZU , |uetsk , CU /1 Huma | v)tl'
$
this TS AN  ""INVOICE",0.4079
receipt_15.jpg,heavily_faded,"7-ELEVE
Phl ) Ippine Seven CorporatIon
Owned & Operated by: Ph1I IppIne
Seven) CorporatIon
VATREGTIN #000-390-189-02766
Retatl Unit 1, Ground Floor_
Tower 1 Avtda Towars Centrio,
Corrales Ave , ) Cagayan De Oro
City, Misam Is OrIental ,
Phj I IppInes
Tel #; HULL
05/10/2026(Sun) 13+20:19
INVQICE #100323698 RESET_CNT#OOQ
STORE#4245 SNY 92.00277
Min #; 22121422133950092
STAFF Francis Gi] Ocay
ArcvsRootbeersoom] 38 , OOv
Tota]   Amount Due (i) 38.00
CASH 100 ,00
CHANGE 62.00
Vatable 33,93
VAT_Amt 4,07
VAT Exempt Sales _ 0.00
Zero_Rated Sales 0,00
Loyalty No:
Name=
Address =
TIn;_
Phi]ippine Seven Corporation
7th Floor The Columbia Tower .
Ortigas Avenue Mandaluvong City
TIN; 000-390-189-000
BIR Accr #
1160003901892019081144
Date Issued: 08/01/2019
PTU #; FP122O22-116-0361734-
Ooo0o
SAAM MAN PATUNGO KASAMA MO ANG
IYOnG PABORITONG  KAPITBAHAY
BUY P2OO  WORTH OF   ITEMS GET
CHANCE   TO WIN KAPITBIYAHE
TRAVEL REWARDS Per DTI FAIR
TRGDE Permit Number :251660
SerIes of
2026 , L facebook . com/71 1phl Iippine
S
THIS IS AN INVOICE",0.6502
receipt_16.jpg,heavily_faded,"'-ELEWEB
Phi lippine Seven Corporatton
Ownec & Operatad Dy ; Fhlh Ippin:
Sever) Curprat Ion
VATREGTIN #06o-390: ;8q)-02766
Retal) Unit 1, GruuI Floor
Tcher 1 AvIcla   Towera Cent AIq'
Corrales Ave Canayan De Oro
city, Mtsallta Ortenta|
Philiup Ines
Te] #: NULL
05/10/2026 ( Sun)  14,24,32
INVQICE #100323717 RESET_CNT#oo
STORE#4245 SN#:91200277
MiN # 22121422133950092
STAFF:KEZIVA VILLAHERMOSA
Tovs and Novelty P 20 , OOv
Toys an Novelty P 30 , OOV
Tota]   Ampunt Due (2) 50,00
CASH 100 , Q0
CHANGE 50 , 0O
Vatable 44.64
VAT_Amt 5,36
VAT Exempt Sales 0,00
Zero_Rated 'Sales 0 , QQ
Loya]ty No;_
Name
Address
TIN=
Phi]ippine Seven Corporat ion
7th Floor The Columbia Tower
Ortigas Avenue Mandaluyong City
TIN; (00-390-189-OO0
BIR Accr #
1160003901892019081144
Date Issued: 08/01/2019
PTU #; FP122022-116-0361734-
Q0OOO
SAAN MAN PATUNGC KASAMA MO ANG
IYONG  PABORITONG  KAPITBAHAY
BUY F2O0  WORTH @F 1TEMS GET 4
CHANCE   TO WIN KAPITBIYAHE
TRAVEL REWARDG Per DTI FAIR
TRADE Permit Numter :251660
Sertes of
2026, facebook , com/71 Iphi ]ippine
THIS IS AN INVOICE",0.6188
receipt_17.jpg,heavily_faded,"7,ELEWE
Phi | ppine Saven) Corporat Ion
Owned ' & Operated by} Ph11 IppIne
Seven Corporat Ion
VATREGTIN #00o-390-189-02766
Reta1 1 Unlt 1, Ground Floor
Tower 1, Avida Towers Centrto,
Corralos Ava;_ Cagavan De Oro (obie
Citv, Mlsamls Or Ienta 1 ,
Ph) M pplnes #p
Te| #; NULL
05/10/2026 ( Sun)   13,42: 18
AR #100047677 RESET_CNT #OQO Pwble
STORE#4245 SNY '9200277
MIN #; 22121422133950092
STAFF;Francis GII Qcav
# Acknowlacgelent Receipt #
# Duphicate Copv #kt+t
Reference No; 2653-0026-0266
Account No: 09668214671 A
Paid Tez Kiosk_TOPUP
7-ConneGT 59,00
cmf
Please expect the load to be DL
sent to your mbif le number ,
Emaj 1 address: A
ecpay@support.phi Iseven, com
Hot I Ines = LandI Ine
(02)7616-5851 /(02) 7627-0260
For SMART  subscrIbers =
0919-08-ECPAY(0919-08-32729) /09'
18-2755555/0919-0732729 For
GLOBE subscribers;
0917-72-ECPAY(0917-72-32729) /09
17-5182982/0967-2847000/0956-079
7166
Tota]   Amount Due (1) 59.00
CASH 60 . 00 Comri
CHANGE 1,00
Gn
Loyalty No=
Name ""
Address; (v
TIN=
(141
PhIlippine_Seven CorporatIon
7th Floor The Columbia Tower
Ortigas Avenue Manda luvong City (713
TIN; O00-390-189-000
BIR Accr
301892019081
116000390 144
Fate Issued; 08/01/2019
PTU #; FP122022-1 16-0361734- Pez
OQooo
SAAN MAN PATUNGO KASAMA MQ ANG df
IYQNG PABORITONG  KAPITBAHAY
BUy P2oQ WorTH QF.ITEMs QET 4
CHANCE TQ WIN KApiTbIvAhe
TRAVEL REWARDS Per DTI_ FAIR
TRADE Permit Number:251660
Serles of
2026,facebook . com/71 Iphi ]ippine
6
this dOCUHEnt Is NOT VALID FOR
CLAIM OF INPUT  tAX",0.5778
receipt_18.jpg,fresh,"7-ELEVEDD 0
Phi I pplne Seven Corporation
Owned & Operated by; Phi lippine
Seven Corporatlon
VATREGTIN #OOO-390-189-02504
Max Sunlel St,= Brgy Carmen,
Cagayan De Oro Clty, Mlsamis
Or Iental e Phl | ppines
Tel #; (02) Ooooooo
05/20/2026 (Hed)   14:27:46
INUOICE   42001,08467 RESET_CNTHOOO
STORE#1891 SN# :PSCP2585
MIN #: 2508070851 4215398
STAFF: Chery) Y_ Galola
NaturesSdWter35Om] 10. OOU
MMPIa InEnsymda55g 38. OQU
Tota]   Amount Due (2) 48. Q0
CASH 1OO . QO
CHANGE 52 . 00
Vatable 42.86
UAT_Amt 5.14
VAT Exempt Sales 0.O0
Zero_Rated Sales 0.00
Lovalty No:_
Name=
Address =
TIN:_
Phl IppIne Seven Corporation
7th Floor The ColumbIa Tower
Ortlgas Avenue, Mandaluyong
Clty
TIn: W00-390-| 89-0O0
BIR Accr #
116000390| 8920| 9081 144
Date Issued; 08/01 /2020
PTU #:
FPO82025-1 16-0541318-02504
GET 4 CHANCE TO Hin A MINUTE
SHOP ALL YOu CAN EXPERTENCE
HHEN  YOU BUY A MinIMuM OF  P2O0
HORTH OF   PARTICIpATinG   ITEMS ,
USE YOUR CLIOO App To Join,
Per DTI FAIR TRADE Pernlt
Nunber :256993 Ser |es of
2026. facebook, cO11/71 IphlI ppine
S
THIS IS AN INUOICE",0.6446
receipt_19.jpg,fresh,"7-ELEVEI 0
Phl 1 ippine Seven Corporation
Owned & Operated by: Phl hppine
Severv Corporat/0n
VATREGT in HOOO-390-189-02504
Max Suniel St. Brgy . Cariien,
Cagayan De Oro City, Misan S
Or Iental, Phl) ppines
Tel # (02) OOOOooo
05/20/2026 (Hed)   I4:25:47
INVU [CE #1OO160254 RESET_ CNT HOOU
STORLIF891 SN# : PSCF258-|
MIN I: 2508070851 4215397
STAFF:Cheryl Y Ga lola
NaturesSDhter350m] 10.OOu
Total Amount Due (1) 10.OO
CASH 20 . O0
CHANGE 1O.00
Uatable 8.93
VAT_Amt 1.07
VAT Exempt Sales 0.00
Zero_Rated Sales 0.00
Loyalty No;_
Nalile=
Address
TJN:_
Pl Ippi/e Severn Corporat/0I
7th loor Tlie Columb/a lowei
Or(gas Avenle, Manda luyong
Clty
TIN: 000-390-189-O00
BIR Accr #
1160003901 89201 9081 144
Date Issued: 08/01/2020
FTU #:
FPO82025-116-0541317-0250-|
GET A CHIANCE   TO Win 4 Minuti
SHOP ALL YOU CAN EXPERIENCE
WHEN YOU BUY A MININUM OF P2oo
HORTH OF   paRticipAtinG  ITEMS _
USE YOUR CL TQQ  APP To JOIn.
Per DTT FAIR  TRADE Permt
Ntiber:256993 SerIes ot
'2026. facebook , con/71 Iphl pIe
S_
THIS IS AN 1NVOICE",0.6478
receipt_20.jpg,fresh,"7-ELEVEDD
Phl ) Ipplne Seven Corporatlon
Owned & Operated by Phl ) pplne
Seven Corporatlon
VATREGTIN  #Q00-390-189-1631
I2th-29th Street, Nazareth,
Cagavan De Oro Cltv, Misam Is
Qr|enta] , Ph| 1 Ipplnes
Te] I4; NULL
05/24/2026 (Sun)   17;21;08
inVOICE   #1713998 RESET_CNT#O
ISTORE4284Q SN#:KTH42834
Min # 17112448582752477
STAFF:Marc Loulgle Hleriera]
IReb (scoHlonevRut3zg 12,@Qu
Total (1) 12.00
CASH 20.00
CHANGE 8.00
Vatable 10.71
VAT_Amt 1.29
Zera_Rated Sales 0 . q0
UAT Exempt Sales 0,00
Loyalty No:_
Name:
Address
TIN=
Phl I Ippine Seven Corporation
7th Floor The Columbia Tower
Ortigas Avenue , Mardaluvong
City
TIN; Q00-390-|89-QO0
BIR Accr
116-000390189-000346-|9602
Date Issued:  08/01/2020
pTV #;
FPI 12017-116-01 47727-QOQO0
oET CHANCE  TO NTN A MiNUTE
SHOp ALL YQu GAN EXPERTENCE
HHEN YQU AUY A MZNIMUH  OF  Pzo0
WQRTh OF  PARTICIPATING  ITEMS _
VSE YQUR CLZOQ App  TO Join ,
Per pTI FAIR TRADE PermIt
Number :256993 Sarles af
'202G , facebqok, co1/71 Iphl 1 Ipplna
8
THIS IS AN  INUOICE",0.6451
receipt_21.jpg,fresh,"7-ELEVEDD
Phi | Ipplne Seven Corporatlon
Owned & Operated by: PhlI ppine
Seven Corporatlon
VATREGTIN  #ooo-390-189-1631
I2th-z9th Streat, Nazareth,
Cagayan) De Orq CIty, Mlsaln Is
Or lenta) Phl I Ipplnes
Te] Xf; NULL
05/24/2026 (Sun)   17:19;47
INVOIcE   #171,3995 RESET_CNT HO
STORE4284O SN# : KTH42834
HIN #; 17112408562752477
STAFF:Marc Loulgle Henera|
Toys and Novelty P 20, QOU
Total (1) 20.00
CASH 100 . OO
CHANGE 80 . 0O0
Vatable 17,86
VAt_Amt 2.14
Zero_Rated Sales 0.O0
VAT Exempt Sales 0 , 00
Loyalty No=
Name
Address =
TIN=
Ph/  pplne Seven Corporatlon
7th Floor The Columbla Tolcr
Qrtlga8 Avenue, Mandaluyong
Clty
TIN: 00O-390-189-QQo
2
BIR Acci
116-0003901 89-000346-1,9602
Date Issued; 08/01 /2020
QQ0
PTU #;
MinuTE FFI 12017-116-01 47727-QQo@o
PERTENCE
QF PZQO GET A CHANCE   TO  WiN A MINUTTE
Vh ITEMS , SHOP ALL YQU CAN EXPERTENCE
ING JOIN , HHEN  YQU Buy 4 MiNIMum  oF  Pzoo
? TO Permlt t HORth QF PARTICIPATING  ITEMS ,
AdE
es of_ Use  YQUr CLIOQ APP To Join,
ser ippina
Iphi "" Fer DTI FAIR TRADE Permlt
0/71 =
Number :258993 SerIes of
3 - 2026, facebook , com/71 Iphl) ippIne
INUOICE
3 AN 6
THIS IS AN INUOICE",0.5927
receipt_22.jpg,fresh,"T-ELEVEQD,
Phl | Ipplne Seven Corporatlon
(Ouried & Operated by: Phl ) lppine
Seven Corporatlon
VATREGTIN #00o-390-189-1631
I2th-9th Street, Nazareth,
Cagayal) De Oro CIty, Mlsamls
Orlenta Ph/ I IppInes
Tel NULL
05/24/2026 (Suin)   17:17;27
INVOICE   41713993 RESET_CNTHO
STORE#2840 SN# : KTH42834
MIN # 171,12408582752477
STAFF:Marc Loulgle Heneral
NatureSFur I DHEQOm | 15,QOu
Total (1) 15.00
CASH 20. 00
CHANGE 5,Q0
Vatable 13,39
UAT_Amt 1,61
Zero_Rated Sales 0,Q0
VAT Exempt Sale8 0,00
Loyalty No:
Name
Address:_
TIN=
Phl I pplne Seven Corporatlon
7th Floor Tha Columb Ia Tower
Ortlgas Avenue, Hanclaluyong
Clty
TIN; Q00-390-189--QO0
BIR Accr #
116-000390189-000346-|9602
Date Issued:  (8/01 /2020
PTU #:
FPI12017-116-01 47727-QO000
GET CHANCE   To Hin A MTNUTE
shop ALL You CAN EXPERTENCE
HHIEN YQU BUY 4 MINIHUM QF P2oo
HORTH OF PARTICIPATING  ITENS ,
VSE YOUR CLIQQ App To Join,
Per pTI FAIR TRADE Fermlt
Number;256993 Serles qf
2026 , facebook , com/71 Iphl ! Ipplne
8
THIS IS AN INUOICE",0.6316
